Number,SMILES,IUPAC name,Name,MW
481,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C1=CC=CC=C1,"methyl N-(5-benzoyl-1H-1,3-benzodiazol-2-yl)carbamate",Mebendazol,295.3
482,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,"(1S,2R,8S,10R,11S,14R,15S)-14-acetyl-2,8,15-trimethyl-5-oxotetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-14-yl acetate",Medroxyprogesterone 17-Acetate,386.5
483,CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C,"2-[(2,3-dimethylphenyl)amino]benzoic acid",Mefenamic acid,241.3
484,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,(2S)-2-amino-3-{4-[bis(2-chloroethyl)amino]phenyl}propanoic acid,Melphalan,305.2
485,C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",Methyldopa,211.2
486,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,"(1S,2R,8S,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,8,15-trimethyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-3,6-dien-5-one",Methylprednisolone,374.5
487,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,{2-hydroxy-3-[4-(2-methoxyethyl)phenoxy]propyl}(propan-2-yl)amine,Metoprolol ,267.4
488,CN1C=CNC1=S,"1-methyl-2,3-dihydro-1H-imidazole-2-thione",Methimazole,114.2
489,CC1=NC=C(N1CCO)[N+]([O-])=O,2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethan-1-ol,Metronidazole,171.2
490,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(Cl)C=C1Cl,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]-1H-imidazole",Miconazole,416.1
491,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"(4S,4aS,5aR,12aS)-4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",Minocycline ,457.5
492,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,"1,4-dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)-9,10-dihydroanthracene-9,10-dione",Mitoxantrone ,444.5
493,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,"(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-bis(acetyloxy)-1,9-dihydroxy-15-{[(2R,3S)-2-hydroxy-3-phenyl-3-(phenylformamido)propanoyl]oxy}-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0_,__.0_,_]heptadec-13-en-2-yl benzoate",Taxol,853.9
494,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,"2-(4-chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile",Myclobutanil,288.8
495,CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,"7-fluoro-8-(4-hydroxypiperidin-1-yl)-12-methyl-4-oxo-1-azatricyclo[7.3.1.0_,__]trideca-2,5(13),6,8-tetraene-3-carboxylic acid",Nadifloxacin,360.4
496,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1,4-(6-methoxynaphthalen-2-yl)butan-2-one,Nabumetone,228.3
497,C(C1=NCCN1)C1=C2C=CC=CC2=CC=C1,"2-(naphthalen-1-ylmethyl)-4,5-dihydro-1H-imidazole",Naphazoline ,210.3
498,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,"1-{3-[4-(3-chlorophenyl)piperazin-1-yl]propyl}-3-ethyl-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-5-one",Nefazodone,470
499,OC(=O)C1=CC=CN=C1NC1=CC(=CC=C1)C(F)(F)F,2-{[3-(trifluoromethyl)phenyl]amino}pyridine-3-carboxylic acid,Niflumic acid,282.2
500,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"(1S,2R,10R,11S,14R,15S)-14-ethynyl-14-hydroxy-15-methyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",Norethindrone,298.4
501,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,"1-ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid",Norfloxacin,319.3
502,C[C@H]1O[C@@H](OC2CC(O)C(C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)C(O)=O)[C@@H](O)[C@@H](N)[C@@H]1O,"(21E,23E,25E,27E,31E,33E)-20-{[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy}-4,6,8,11,12,16,18,36-octahydroxy-35,37,38-trimethyl-2,14-dioxo-1-oxacyclooctatriaconta-21,23,25,27,31,33-hexaene-17-carboxylic acid",Nystatin,926.1
503,CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.0_,__]trideca-5,7,9(13),11-tetraene-11-carboxylic acid",Ofloxacin,361.4
504,CC1=C(SSC1=S)C1=CN=CC=N1,"4-methyl-5-(pyrazin-2-yl)-3H-1,2-dithiole-3-thione",Oltipraz,226.3
505,COC1=CC2=C(NC(=N2)S(=O)CC2=C(C)C(OC)=C(C)C=N2)C=C1,"5-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",Omeprazole,345.4
506,NC(=O)N1C2=C(CC(=O)C3=C1C=CC=C3)C=CC=C2,"9-oxo-2-azatricyclo[9.4.0.0_,_]pentadeca-1(11),3(8),4,6,12,14-hexaene-2-carboxamide",Oxcarbazepine,252.3
507,ClC1=CC(Cl)=C(C=C1)C(\CN1C=CN=C1)=N\OCC1=CC=C(Cl)C=C1Cl,"(Z)-[1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethylidene][(2,4-dichlorophenyl)methoxy]amine",Oxiconazole ,429.1
508,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C(=NO1)C1=CC=CC=C1,"(2S,5R,6R)-3,3-dimethyl-6-(5-methyl-3-phenyl-1,2-oxazole-4-amido)-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",Oxacillin ,400.4
509,COC(=O)NC1=NC2=C(N1)C=CC(=C2)S(=O)C1=CC=CC=C1,"methyl N-[5-(benzenesulfinyl)-1H-1,3-benzodiazol-2-yl]carbamate",Oxfendazole,315.3
510,CCCOC1=CC2=C(NC(NC(=O)OC)=N2)C=C1,"methyl N-(5-propoxy-1H-1,3-benzodiazol-2-yl)carbamate",Oxibendazole,249.3
511,COC1=CC=NC(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=C1OC,"5-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",Pantoprazole,383.4
512,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,"(3S,4R)-3-[(2H-1,3-benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)piperidine",Paroxetine,329.4
513,C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C1(N)CC1,"(2S)-6-(1-aminocyclopropyl)-7-fluoro-2-methyl-10-oxo-4-oxa-1-azatricyclo[7.3.1.0_,__]trideca-5,7,9(13),11-tetraene-11-carboxylic acid",Pazufloxacin,318.3
514,[H]O[H].[H]O[H].OS(O)(=C)=O.CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,"1-ethyl-6-fluoro-7-(4-methylpiperazin-1-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid dihydroxy(methylidene)__-sulfanone dihydrate",Pefloxacine mesylate dihydrate,465.5
515,NC1=NC2=C(N=CN2CCC(CO)CO)C(=O)N1,"2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-6,9-dihydro-1H-purin-6-one",Penciclovir,253.3
516,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,"3,7-dimethyl-1-(5-oxohexyl)-2,3,6,7-tetrahydro-1H-purine-2,6-dione",Pentoxifylline,278.3
517,CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-(2-phenoxyacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",Pencillin V ,349.4
518,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",Phenylbutazone,308.4
519,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C2=CC=CC=C2)C(=O)C1=O,"(2S,5R,6R)-6-[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Piperacillin,517.6
520,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,"(1S,3S,7S,8S,8aR)-3-hydroxy-8-{2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl}-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate",Pravastatin Lactone,406.5
521,CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1,"2-{5H-chromeno[2,3-b]pyridin-7-yl}propanoic acid",Pranoprofen,255.3
522,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-3,6-dien-5-one",Prednisolone,360.4
523,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"(1S,2R,10S,11S,14S,15S)-14-acetyl-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-6-en-5-one",Progesterone,314.5
524,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,4-[(2-methylhydrazin-1-yl)methyl]-N-(propan-2-yl)benzamide,Procarbazine ,221.3
525,CCCC1=CC(=CC=N1)C(N)=S,2-propylpyridine-4-carbothioamide,Prothionamide,180.3
526,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"(1S,2R,10S,11S,14R,15S)-14-hydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-3,6-diene-5,17-dione",Prednisone,358.4
527,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,"1-[(1S,2R,5S,10S,11S,14S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-7-en-14-yl]ethan-1-one",Pregnenolone,316.5
528,COC1=CC2=CC=CN=C2C(NC(C)CCCN)=C1,N-(5-aminopentan-2-yl)-6-methoxyquinolin-8-amine,Primaquine ,259.3
529,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,"2-cyclohexanecarbonyl-1H,2H,3H,4H,6H,7H,11bH-piperazino[2,1-a]isoquinolin-4-one",Praziquantel,312.4
530,CN1CCCN=C1\C=C\C1=CC=CS1.OC(=O)C1=C(O)C(CC2=C3C=CC=CC3=CC(C(O)=O)=C2O)=C2C=CC=CC2=C1,"1-methyl-2-[(E)-2-(thiophen-2-yl)ethenyl]-1,4,5,6-tetrahydropyrimidine; 4-[(3-carboxy-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid",Pyrantel Pamoate,594.7
531,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12,{4-[(6-chloro-2-methoxyacridin-9-yl)amino]pentyl}diethylamine,Quinacrine ,400
532,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,"(3S)-2-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",Quinapril ,438.5
533,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1,benzyl 2-{2-[(acetylsulfanyl)methyl]-3-phenylpropanamido}acetate,Racecadotril,385.5
534,Cl.Cl.COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,"N-(2,6-dimethylphenyl)-2-{4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl}acetamide dihydrochloride",Ranolazine 2,500.5
535,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,"(2S,3aS,6aS)-1-[(2S)-2-{[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino}propanoyl]-octahydrocyclopenta[b]pyrrole-2-carboxylic acid",Ramipril,416.5
536,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1,"2-[(4-chlorophenyl)formamido]-3-(2-oxo-1,2-dihydroquinolin-4-yl)propanoic acid",Rebamipide,370.8
537,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-1,2,4-triazole-3-carboxamide",Ribavirin,244.2
538,CS(O)(=O)=O.CC1=C(O)C=CC=C1C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,"(3S,4aS,8aS)-N-tert-butyl-2-[(2R,3R)-2-hydroxy-3-[(3-hydroxy-2-methylphenyl)formamido]-4-(phenylsulfanyl)butyl]-decahydroisoquinoline-3-carboxamide; methanesulfonic acid",Nelfinavir mesylate,663.9
539,[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)C(C)N,1-(adamantan-1-yl)ethan-1-amine,Rimantadine ,179.3
540,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,[2-hydroxy-3-(naphthalen-1-yloxy)propyl](propan-2-yl)amine,Propranolol ,259.3
541,Cl.CC(=O)OCC(=O)NCCCOC1=CC(CN2CCCCC2)=CC=C1,({3-[3-(piperidin-1-ylmethyl)phenoxy]propyl}carbamoyl)methyl acetate hydrochloride,Roxatidine acetate ,384.9
542,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,"(3R,4S,5S,6R,7R,9R,10Z,11S,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,5,7,9,11,13-hexamethyl-10-(2,4,7-trioxa-1-azaoctan-1-ylidene)-1-oxacyclotetradecan-2-one",Roxithromycin,837
543,CN1CCN(CC1)C1=C2SCCN3C=C(C(O)=O)C(=O)C(C=C1F)=C23,"7-fluoro-6-(4-methylpiperazin-1-yl)-10-oxo-4-thia-1-azatricyclo[7.3.1.0_,__]trideca-5,7,9(13),11-tetraene-11-carboxylic acid",Rufloxacin,363.4
544,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O,"6-fluoro-1-(4-fluorophenyl)-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid",Sarafloxacin ,385.4
545,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@H](C[C@@]2([H])[N+]1(C)CCCC)OC(=O)[C@H](CO)C1=CC=CC=C1,"(1R,2R,4S,5S,7R)-9-butyl-7-{[(2S)-3-hydroxy-2-phenylpropanoyl]oxy}-9-methyl-3-oxa-9-azatricyclo[3.3.1.0_,_]nonan-9-ium",Scopolamine N-butyl,360.5
546,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@H](C[C@@]2([H])N1C)OC(=O)[C@H](CO)C1=CC=CC=C1,"(1R,2R,4S,5S,7R)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0_,_]nonan-7-yl (2S)-3-hydroxy-2-phenylpropanoate",Scopolamine ,303.4
547,CC(O)CN1C(C)=NC=C1[N+]([O-])=O,1-(2-methyl-5-nitro-1H-imidazol-1-yl)propan-2-ol,Secnidazole,185.2
548,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,{1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutyl}dimethylamine,Sibutramine ,279.8
549,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C2=C(C(N)=C1F)C(=O)C(=CN2C1CC1)C(O)=O,"5-amino-1-cyclopropyl-7-[(3R,5S)-3,5-dimethylpiperazin-1-yl]-6,8-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",Sparfloxacin,392.4
550,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)SC(C)=O,"(1'S,2R,2'R,9'R,10'R,11'S,15'S)-9'-(acetylsulfanyl)-2',15'-dimethylspiro[oxolane-2,14'-tetracyclo[8.7.0.0_,_.0__,__]heptadecan]-6'-ene-5,5'-dione",Spironolactone,416.6
551,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=C(C[C@]12C)C=NN3,"(1S,2S,10S,13R,14S,17S,18S)-2,17,18-trimethyl-6,7-diazapentacyclo[11.7.0.0_,__.0_,_.0__,__]icosa-4(8),5-dien-17-ol",Stanozolol,328.5
552,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](NC(N)=N)[C@H](O)[C@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,"1-[(1R,2S,3S,4R,5S,6S)-3-carbamimidamido-6-{[(2R,3R,4R,5S)-3-{[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy}-4-formyl-4-hydroxy-5-methyloxolan-2-yl]oxy}-2,4,5-trihydroxycyclohexyl]guanidine",Streptomycin ,581.6
553,COC1=C(OC)C(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=N1,"4-amino-N-(5,6-dimethoxypyrimidin-4-yl)benzene-1-sulfonamide",Sulfadoxine,310.3
554,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,4-amino-N-(pyrimidin-2-yl)benzene-1-sulfonamide,Sulfadiazine,250.3
555,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,"4-amino-N-(2,6-dimethoxypyrimidin-4-yl)benzene-1-sulfonamide",Sulfadimethoxine,310.3
556,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,2-hydroxy-5-[(E)-2-{4-[(pyridin-2-yl)sulfamoyl]phenyl}diazen-1-yl]benzoic acid,Sulfasalazine,398.4
557,CCOC1=C(OCCN[C@H](C)CC2=CC=C(OC)C(=C2)S(N)(=O)=O)C=CC=C1,5-[(2R)-2-{[2-(2-ethoxyphenoxy)ethyl]amino}propyl]-2-methoxybenzene-1-sulfonamide,Tamsulosin ,408.5
558,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O,"2-(4-{[4-methyl-6-(1-methyl-1H-1,3-benzodiazol-2-yl)-2-propyl-1H-1,3-benzodiazol-1-yl]methyl}phenyl)benzoic acid",Telmisartan,514.6
559,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CS2)S1(=O)=O,"4-hydroxy-2-methyl-1,1-dioxo-N-(pyridin-2-yl)-2H-1__,5,2-thieno[2,3-e][1__,2]thiazine-3-carboxamide",Tenoxicam,337.4
560,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1CCCO1,"6,7-dimethoxy-2-[4-(oxolane-2-carbonyl)piperazin-1-yl]quinazolin-4-amine",Terazosin ,387.4
561,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,"(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",Tetracycline,444.4
562,COC1=NC2=C(NC(=N2)S(=O)CC2=NC=C(C)C(OC)=C2C)C=C1,"4-methoxy-2-[({5-methoxy-1H-imidazo[4,5-b]pyridin-2-yl}sulfinyl)methyl]-3,5-dimethylpyridine",Tenatoprazole,346.4
563,CN1N=NC2=C(N=CN2C1=O)C(N)=O,"3-methyl-4-oxo-3H,4H-imidazo[4,3-d][1,2,3,5]tetrazine-8-carboxamide",Temozolomide,194.2
564,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](C)[C@@]21[H])CC(=O)CC3,"(1S,9R,10R,11S,14R,15S)-14-ethynyl-14-hydroxy-9,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadec-2(7)-en-5-one",Tibolone,312.4
565,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,"1-{2-[(2-chlorothiophen-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl}-1H-imidazole",Tioconazole,387.7
566,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,1-[2-(ethanesulfonyl)ethyl]-2-methyl-5-nitro-1H-imidazole,Tinidazole,247.3
567,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,"(2S,3R,4S,5S,6R)-4-amino-2-{[(1S,2S,3R,4S,6R)-4,6-diamino-3-{[(2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxyoxan-2-yl]oxy}-2-hydroxycyclohexyl]oxy}-6-(hydroxymethyl)oxane-3,5-diol",Tobramycin (free base),467.5
568,NC1CCN(C1)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,"7-(3-aminopyrrolidin-1-yl)-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid",Tosufloxacin,404.3
569,Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,"(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.0_,__.0_,_.0__,__]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione hydrochloride",Topotecan ,457.9
570,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,"(2-{4-[(1Z)-4-chloro-1,2-diphenylbut-1-en-1-yl]phenoxy}ethyl)dimethylamine",Toremifene,406
571,CC1=C(Cl)C=CC=C1NC1=C(C=CC=C1)C(O)=O,2-[(3-chloro-2-methylphenyl)amino]benzoic acid,Tolfenamic acid,261.7
572,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,2-[1-methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl]acetic acid,Tolmetin,257.3
573,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O,"(2S,5R,6R)-6-[(2R)-2-amino-2-(4-hydroxyphenyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Amoxicillin,365.4
574,COC1=CC(=CC=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,"(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol",Tramadol ,263.4
575,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"(1R,2S,10S,11S,13R,14S,15S,17S)-1-fluoro-13,14,17-trihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadeca-3,6-dien-5-one",Triamcinolone,394.4
576,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,"5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",Trimethoprim,290.3
577,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C1=CNC3=CC=CC=C13)N2C,"(1R,3R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl 1H-indole-3-carboxylate",Tropisetron ,284.4
